	direction	thresh	228_TASK01_CON07	228_TASK01_CON08	228_TASK01_CON09	228_TASK02_CON25	228_TASK02_CON26	228_TASK02_CON27	228_TASK03_CON19	228_TASK03_CON20	228_TASK03_CON22	228_TASK04_CON61	228_TASK04_CON62	228_TASK04_CON63	228_TASK04_CON64	228_TASK04_CON65	228_TASK04_CON66	228_TASK04_CON67	228_TASK04_CON68	228_TASK04_CON69	228_TASK04_CON70	228_TASK04_CON71	228_TASK04_CON72	228_TASK04_CON73	228_TASK05_CON13	228_TASK05_CON14	228_TASK05_CON15	228_TASK06_CON01	228_TASK06_CON02	228_TASK06_CON06	228_TASK07_CON31	228_TASK07_CON32	228_TASK07_CON33	228_TASK07_CON34	228_TASK07_CON35	228_TASK07_CON36	228_TASK07_CON37	228_TASK07_CON38	228_TASK07_CON39	228_TASK07_CON40	228_TASK07_CON41	228_TASK07_CON45	228_TASK07_CON46	228_TASK07_CON47	228_TASK07_CON48	228_TASK07_CON49	228_TASK07_CON50	228_TASK07_CON51	228_TASK07_CON52
228_TASK01_CON07_0.0_posneg	posneg	0.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0	228268.0
228_TASK01_CON07_0.0_pos	pos	0.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0	122858.0
228_TASK01_CON07_1.0_posneg	posneg	1.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0	149320.0
228_TASK01_CON07_1.0_pos	pos	1.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0	85002.0
228_TASK01_CON07_2.0_posneg	posneg	2.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0	90645.0
228_TASK01_CON07_2.0_pos	pos	2.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0	57155.0
228_TASK01_CON07_3.0_posneg	posneg	3.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0	53392.0
228_TASK01_CON07_3.0_pos	pos	3.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0	38104.0
228_TASK01_CON07_4.0_posneg	posneg	4.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0	31145.0
228_TASK01_CON07_4.0_pos	pos	4.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0	25301.0
